word	raw_frequency	relative_frequency	zipf	number_of_letters	orth_neighbor_size	avg_orth_neighbor_freq	IPA_original	IPA	phon_neighbor_size	avg_phon_neighbor_freq	phonographic_distance
surprised	39500	186.708036503794	5.271163011758054	9	3.1	4.239417640445032	sɚpɹaɪzd	sɚpɹaɪzd	2.75	4.211345982426945	0.2432428238271855
student	39497	186.6938561465912	5.271130026114387	7	2.8	4.101600510312123	stuːdənt	stuːdənt	2.85	3.96897628073984	0.2286951101440221
dick	39484	186.6324079320456	5.270987059367556	4	1.0	4.503041675803419	dɪk	dɪk	1.0	3.990303872352438	0.0
knife	39471	186.57095971750005	5.27084404554156	5	1.95	4.059009454269585	naɪf	naɪf	1.15	4.100594282261896	0.07299012110450172
hat	39443	186.4386097169404	5.270535855714569	3	1.0	4.466383050194227	hæt	hæt	1.0	4.259186952411772	0.0
project	39414	186.3015329306465	5.270216428382994	7	2.4	4.284492133083196	pɹɑːdʒɛkt	pɹɑːdʒɛkt	3.2	4.002820011737743	0.22044410233449213
practice	39383	186.155002572884	5.269874711575665	8	2.5	4.056058417392775	pɹæktɪs	pɹæktɪs	2.55	3.983084342919829	0.1910737576627197
nervous	39310	185.8099472142821	5.2690689599516825	7	2.9	3.987495145126933	nɜːvəs	nɜːvəs	2.5	4.214346406623988	0.2152962927958025
mountain	39246	185.50743292728856	5.268361315647201	8	2.65	4.033351863851944	maʊntɪn	maʊntɪn	2.4	4.125992737498769	0.1926865947336548
records	39179	185.1907382830923	5.26761926305258	7	2.45	3.972756359473496	ɹɛkɚdz	ɹɛkɚdz	2.6	3.921509843357175	0.19047418123151355
note	39117	184.8976775675673	5.266931456178511	4	1.4	4.077863176867548	noʊt	noʊt	1.0	3.986306792549093	0.0274468159977251
holy	39104	184.8362293530218	5.266787100358035	4	1.45	4.002233362838301	hoʊli	hoʊli	1.3	3.91335664292362	0.04800832352304767
taught	39018	184.42972577987427	5.265830920523135	6	1.9	4.495807949766696	tɔːt	tɔːt	1.25	4.539333575168166	0.0755464586494954
tape	38951	184.113031135678	5.265084528047929	4	1.4	4.593683982662237	teɪp	teɪp	1.25	4.349475177810338	0.04173669459582133
original	38891	183.82942399162155	5.264415026388807	8	2.6	3.955601907076576	ɚɹɪdʒɪnəl	ɚɹɪdʒɪnəl	3.4	4.051137654726626	0.24561750349586928
spoke	38851	183.64035256225063	5.263968117875801	5	1.75	4.476658531979312	spoʊk	spoʊk	1.8	4.041449935574923	0.09697593426742383
papers	38845	183.611991847845	5.263901041915736	6	1.9	4.020219978682524	peɪpɚz	peɪpɚz	1.9	3.972589097095161	0.11297088649083169
meat	38805	183.4229204184741	5.263453603903818	4	1.1	4.50739302789957	miːt	miːt	1.0	3.9362562507692473	0.006926855176519928
bother	38745	183.13931327441767	5.262781581360592	6	1.8	4.168365371232705	bɑːðɚ	bɑːðɚ	1.75	4.290392004720832	0.09759004628655417
plenty	38716	183.0022364881237	5.262456397317948	6	2.35	4.4394165988951375	plɛnti	plɛnti	2.4	3.965002928636744	0.17225950156758835
shirt	38701	182.93133470210964	5.2622881030851545	5	1.65	4.337595017756142	ʃɜːt	ʃɜːt	1.35	4.493614113311828	0.06451871722911387
folks	38668	182.77535077287865	5.261917626052444	5	1.85	4.147284869394004	foʊks	foʊks	1.65	3.965653671041374	0.09531456253753733
bathroom	38653	182.7044489868645	5.261749122869343	8	3.15	3.890148733412951	bæθɹuːm	bæθɹuːm	2.7	3.961590377262939	0.2436708764181247
program	38573	182.32630612812267	5.260849333394803	7	2.85	3.9100982586855615	pɹoʊɡɹæm	pɹoʊɡɹæm	3.15	3.83164057835019	0.24914950546455644
murdered	38569	182.3073989851856	5.2608042949480645	8	2.65	4.038050369543542	mɜːdɚd	mɜːdɚd	2.1	4.075077241496201	0.17525142214969586
dropped	38561	182.2695846993114	5.260714204040047	7	1.95	4.020564421520748	dɹɑːpt	dɹɑːpt	1.85	4.220216561541744	0.11356037836166974
serve	38551	182.22231684196865	5.260601564117768	5	1.7	4.235088195514971	sɜːv	sɜːv	1.25	3.995557030865304	0.06214296410763795
prepared	38534	182.141961484486	5.260410009176805	8	2.55	4.013913136051346	pɹɪpɛɹd	pɹɪpɛɹd	2.5	4.186367063749888	0.19164232466584916
bridge	38531	182.1277811272832	5.26037619659142	6	1.7	4.034058751602975	bɹɪdʒ	bɹɪdʒ	1.85	4.2328782208103135	0.09632827908527124
jim	38504	182.0001579124578	5.260071764800895	3	1.0	4.119982243412258	dʒɪm	dʒɪm	1.05	4.0667338676075335	0.0028013438183688193
finding	38495	181.9576168408493	5.25997024009655	7	1.75	4.221730219896328	faɪndɪŋ	faɪndɪŋ	1.75	4.283791498202442	0.09415020017446434
create	38478	181.8772614833667	5.259778406432476	6	1.7	4.1512777429085705	kɹiːeɪt	kɹiːeɪt	2.45	4.345743383552298	0.12954549468938487
manager	38465	181.8158132688212	5.259631652905359	7	2.15	4.422151810999587	mænɪdʒɚ	mænɪdʒɚ	2.5	4.333509578415135	0.1640573510165504
travel	38417	181.58892755357604	5.259089363739107	6	1.9	4.173891171298255	tɹævəl	tɹævəl	1.7	3.9705749550947615	0.10158224397625269
science	38375	181.39040255273656	5.258614304616836	7	2.75	4.058873573126356	saɪəns	saɪəns	1.95	4.176349234584227	0.1730393370974082
madam	38365	181.3431346953938	5.258501118668344	5	1.85	3.9996480476093375	mædəm	mædəm	1.85	3.7848234488464216	0.10669763960200172
photo	38364	181.3384079096596	5.258489798450906	5	1.9	4.054569189571093	foʊɾoʊ	foʊɾoʊ	1.75	3.80976934072616	0.10443969574055921
feed	38312	181.09261505147737	5.257900740166145	4	1.15	4.563890268142615	fiːd	fiːd	1.0	4.352190739507132	0.010373737433784115
color	38307	181.068981122806	5.257844057818096	5	1.8	4.085240100487874	kʌlɚ	kʌlɚ	1.35	4.159840323753124	0.074666770991073
cup	38195	180.53958112056736	5.256572430495291	3	1.15	4.331414963826936	kʌp	kʌp	1.0	4.033656216803416	0.010373737433784115
tony	38169	180.41668469147623	5.256276698030627	4	1.3	4.196029556046588	toʊni	toʊni	1.25	3.8774439637854647	0.03485138875413292
lies	38160	180.3741436198678	5.25617428216365	4	1.2	4.478749014968376	laɪz	laɪz	1.0	4.144288084941012	0.013809728986132965
pregnant	38149	180.3221489767908	5.256049074407448	8	2.8	3.931316837616792	pɹɛɡnənt	pɹɛɡnənt	2.85	3.955564101260292	0.2286951101440221
lights	38142	180.2890614766509	5.255969377945694	6	1.6	4.554552893144214	laɪts	laɪts	1.0	4.210049781808149	0.040917578401319106
laughs	38136	180.26070076224525	5.255901055050579	6	2.45	4.494112428869359	læfs	læfs	1.55	4.237999066521273	0.12959395526974812
base	38043	179.82110968895782	5.254840673399936	4	1.15	4.212153093265938	beɪs	beɪs	1.0	4.177636001713744	0.010373737433784115
closer	38023	179.72657397427236	5.254612295679583	6	1.7	4.578866436478387	kloʊsɚ	kloʊsɚ	1.85	4.118855406946107	0.09632827908527124
goodbye	37957	179.41460611581036	5.253857795995062	7	2.8	3.8500063209065423	ɡʊdbaɪ	ɡʊdbaɪ	2.7	4.004576868684953	0.2201135714706605
jimmy	37926	179.26807575804787	5.253502956842999	5	1.9	4.102979860645479	dʒɪmi	dʒɪmi	1.7	4.098137464981196	0.10158224397625269
target	37915	179.21608111497085	5.253376976454174	6	1.95	4.124470121039794	tɑːɹɡɪt	tɑːɹɡɪt	2.2	3.8942683837865646	0.13333569706964582
cousin	37891	179.1026382573483	5.253101983236912	6	1.95	3.932188801870169	kʌzən	kʌzən	1.8	4.155066317459502	0.11070845748201902
breaking	37841	178.86629897063463	5.252528520836598	8	1.8	4.179518846135851	bɹeɪkɪŋ	bɹeɪkɪŋ	1.85	3.80637359196363	0.10325130763514152
natural	37819	178.7623096844806	5.252275957292555	7	2.7	4.147500595311726	nætʃɚɹəl	nætʃɚɹəl	3.4	3.977512756182982	0.252672126236215
chinese	37754	178.45506861175286	5.251528887617282	7	2.75	4.078169836473378	tʃaɪniːz	tʃaɪniːz	3.1	4.0274595994289815	0.23941369933025783
arrested	37743	178.40307396867584	5.251402333202279	8	2.8	4.308359673601936	ɚɹɛstᵻd	ɚɹɛstᵻd	2.25	4.064941635665799	0.1940213952039827
listening	37720	178.29435789678757	5.251137600196884	9	2.55	3.6450260662657072	lɪsənɪŋ	lɪsənɪŋ	2.35	3.975160692054944	0.18304048173076415
blind	37673	178.07219896727673	5.250596121722923	5	1.65	4.30167042741664	blaɪnd	blaɪnd	1.8	3.99979736340894	0.09004908435425671
nick	37542	177.45299003608693	5.249083321492758	4	1.0	4.482745553929211	nɪk	nɪk	1.0	3.967415990802801	0.0
pack	37520	177.3490007499329	5.24882874583862	4	1.0	4.418054687394036	pæk	pæk	1.0	4.084819264377258	0.0
view	37477	177.14574896335915	5.248330734857696	4	1.85	3.9834300986421822	vjuː	vjuː	1.2	3.977475317793127	0.06928945926849414
hungry	37435	176.9472239625197	5.247843753595651	6	2.6	4.234623819468199	hʌŋɡɹi	hʌŋɡɹi	2.6	4.15447445510487	0.20076600693858704
based	37428	176.9141364623798	5.247762536936362	5	1.7	3.9786095257676073	beɪst	beɪst	1.35	4.4639948092785255	0.06791139512855904
society	37381	176.69197753286892	5.247216831383952	7	2.75	4.261337825233601	səsaɪəɾi	səsaɪəɾi	3.6	3.9085731811730673	0.26725036283159553
command	37373	176.65416324699476	5.247123877003759	7	2.25	4.043897025764563	kəmænd	kəmænd	2.2	4.223760829696753	0.15402865885621972
oil	37333	176.46509181762383	5.246658806435498	3	1.1	3.9401651105907183	ɔɪl	ɔɪl	1.0	4.080175565391568	0.006926855176519928
credit	37267	176.15312395916175	5.24589034951099	6	2.55	4.085619369668598	kɹɛdɪt	kɹɛdɪt	2.35	3.946838756843373	0.18304048173076415
universe	37260	176.1200364590219	5.245808766691817	8	2.8	3.953110342997461	juːnɪvɜːs	juːnɪvɜːs	3.55	3.9730279665044383	0.26801860059407573
checked	37189	175.78443467188848	5.244980416611543	7	1.9	4.038453225938288	tʃɛkt	tʃɛkt	1.5	3.906447816386745	0.09008248485973532
created	37017	174.97142752559347	5.242967135080093	7	1.7	3.9667357751160544	kɹiːeɪɾᵻd	kɹiːeɪɾᵻd	3.0	4.078673697936783	0.15921084746782127
ghost	36999	174.88634538237656	5.242755902351268	5	1.9	4.245637188021084	ɡoʊst	ɡoʊst	1.55	4.227064414405321	0.092968020447282
screaming	36969	174.74454181034835	5.242403619332354	9	2.35	4.0929083576507725	skɹiːmɪŋ	skɹiːmɪŋ	1.85	4.162939294916878	0.14062463570386963
kim	36966	174.73036145314552	5.242368375308646	3	1.0	4.143158793131686	kɪm	kɪm	1.0	4.162483125127752	0.0
concerned	36927	174.54601680950887	5.241909942537831	9	2.6	4.186288640689657	kənsɜːnd	kənsɜːnd	2.45	4.065252995278966	0.19217992391192548
destroyed	36920	174.51292930936896	5.241827608485467	9	2.95	4.259153270972129	dᵻstɹɔɪd	dᵻstɹɔɪd	2.6	4.111220723298975	0.22446382999686026
criminal	36865	174.25295609398393	5.24118015437071	8	2.75	3.9158744538731782	kɹɪmɪnəl	kɹɪmɪnəl	2.75	3.925616043581406	0.21957252104718197
survive	36822	174.04970430741017	5.240673289799169	7	2.55	4.217183195571019	sɚvaɪv	sɚvaɪv	2.2	4.142123577677787	0.1743795175128219
realized	36759	173.75191680615097	5.239929604362827	8	2.5	4.1048346574327805	ɹiːəlaɪzd	ɹiːəlaɪzd	2.85	3.7880307881635984	0.20802135073075903
danny	36754	173.7282828774796	5.239870527127159	5	1.65	4.216638153087283	dæni	dæni	1.15	4.257003506690689	0.05298676908777438
games	36735	173.6384739485284	5.2396459603119885	5	1.6	4.159737445695755	ɡeɪmz	ɡeɪmz	1.5	4.071879260340114	0.069663462324996
dry	36679	173.37377394740912	5.238983402878702	3	1.5	4.086026827250414	dɹaɪ	dɹaɪ	1.0	3.987106792728508	0.034202608007891724
rose	36673	173.34541323300346	5.238912354593796	4	1.0	4.278511956959101	ɹoʊz	ɹoʊz	1.0	4.140786110158429	0.0
milk	36653	173.250877518318	5.2386754429975415	4	1.5	4.192571037656032	mɪlk	mɪlk	1.4	4.0983442849238125	0.05711878158609282
paying	36558	172.80183287356203	5.2375483446397055	6	1.6	3.903145597373458	peɪɪŋ	peɪɪŋ	1.55	4.215983757097343	0.07249851817534843
dancing	36549	172.7592918019536	5.237441415060955	7	1.95	3.999704001376622	dænsɪŋ	dænsɪŋ	1.9	3.963883492349394	0.11640548458634568
remain	36380	171.9604650128614	5.235428610859058	6	1.85	4.151919808041344	ɹᵻmeɪn	ɹᵻmeɪn	1.75	4.1335628880061375	0.10101984898802398
language	36357	171.85174894097312	5.235153956325142	8	3.4	4.042448117969689	læŋɡwɪdʒ	læŋɡwɪdʒ	3.7	4.216936043716318	0.31816436654665864
teeth	36351	171.82338822656746	5.235082278740906	5	1.95	4.319932712015332	tiːθ	tiːθ	1.15	4.109339156736039	0.07299012110450172
bodies	36298	171.57286858265098	5.234448612437878	6	1.9	3.984599140604059	bɑːdiz	bɑːdiz	1.9	4.067962044734961	0.11297088649083169
pieces	36288	171.5256007253083	5.234328949008387	6	1.9	4.065094929998223	piːsᵻz	piːsᵻz	1.75	3.896913541189398	0.10443969574055921
heads	36166	170.9489328657269	5.232866394094458	5	1.5	4.557713245157911	hɛdz	hɛdz	1.35	4.3245475153965085	0.05427964406518547
sword	36110	170.68423286460762	5.232193404558419	5	1.8	4.533315703237412	soːɹd	soːɹd	1.1	4.088138264699556	0.06010510262558791
continues	36036	170.3344507202714	5.231302494378199	9	2.55	4.000968476927425	kəntɪnjuːz	kəntɪnjuːz	3.2	4.034747002683299	0.23103659630391984
freedom	36025	170.28245607719438	5.23116990561762	7	2.8	4.072026674822608	fɹiːdəm	fɹiːdəm	2.4	4.042495273162478	0.20277789097526083
pretend	36000	170.16428643383756	5.230868416898881	7	2.6	4.268249516143209	pɹɪtɛnd	pɹɪtɛnd	2.55	4.679627670424691	0.19791040362430878
fake	35982	170.07920429062065	5.230651215353016	4	1.15	4.361383386492602	feɪk	feɪk	1.0	4.240763974885727	0.010373737433784115
vote	35965	169.998848933138	5.230445980768398	4	1.7	4.34852822840878	voʊt	voʊt	1.3	4.118561133704456	0.0650308213217663
richard	35943	169.89485964698395	5.2301802390178285	7	2.65	4.140121081947925	ɹɪtʃɚd	ɹɪtʃɚd	2.1	3.986533523135736	0.17525142214969586
steve	35907	169.72469536055016	5.229745037830442	5	1.8	4.216090741176057	stiːv	stiːv	1.55	4.026485178261283	0.0861848740191056
received	35906	169.71996857481588	5.229732942681043	8	2.4	4.043738135273441	ɹᵻsiːvd	ɹᵻsiːvd	1.95	4.353496008361164	0.14979407017153398
discuss	35882	169.6065257171933	5.229442557994075	7	2.75	4.029570617790871	dɪskʌs	dɪskʌs	2.15	4.108791728790527	0.1848335059903849
advice	35878	169.5876185742562	5.229394141663824	6	2.3	4.510000814693483	ɐdvaɪs	ɐdvaɪs	2.5	4.348416630686966	0.17447296491983033
gang	35826	169.341825716074	5.228764237697017	4	1.0	4.198303372572228	ɡæŋ	ɡæŋ	1.0	4.057480219947761	0.0
selling	35773	169.09130607215752	5.228121278668398	7	1.6	4.1817661126034	sɛlɪŋ	sɛlɪŋ	1.55	4.135199721365742	0.07249851817534843
lab	35761	169.03458464334625	5.227975570785945	3	1.0	3.9375457669423617	læb	læb	1.0	3.9790510089147375	0.0
easier	35728	168.8786007141152	5.227574621858956	6	1.95	4.114700888536052	iːziɚ	iːziɚ	2.0	3.940792594238584	0.1220754469696916
female	35665	168.580813212856	5.226808144488295	6	2.25	4.210421753317526	fiːmeɪl	fiːmeɪl	2.6	4.1098644155371336	0.17662033290901263
social	35632	168.424829283625	5.226406115821556	6	2.4	4.129169072932834	soʊʃəl	soʊʃəl	1.95	4.195180052959098	0.14979407017153398
monster	35612	168.33029356893954	5.226162280835698	7	1.9	4.199094231779808	mɔnstɚ	mɔnstɚ	2.4	4.221751571261834	0.14097673619259504
british	35605	168.29720606879962	5.226076906237411	7	2.95	4.140675680408096	bɹɪɾɪʃ	bɹɪɾɪʃ	2.6	4.145929575429029	0.22446382999686026
grace	35583	168.1932167826456	5.225808476757553	5	1.45	4.244999432464146	ɡɹeɪs	ɡɹeɪs	1.15	4.215373692601358	0.03945212936729803
birth	35556	168.06559356782023	5.225478813659269	5	1.85	4.392615076287531	bɜːθ	bɜːθ	1.15	4.119434087902691	0.06636121862825552
sight	35542	167.9994185675404	5.225307778670233	5	1.55	4.6467287055923	saɪt	saɪt	1.0	4.17867040717444	0.03756514969262124
adam	35536	167.97105785313477	5.225234457335992	4	1.7	4.180196659316733	ædəm	ædəm	1.7	3.914991007664535	0.08787599745071195
release	35418	167.4132971364905	5.223789949736432	7	2.5	4.2975594420412895	ɹᵻliːs	ɹᵻliːs	1.85	4.335735025172416	0.1506199293413513
excited	35403	167.3423953504764	5.223605981215062	7	2.15	4.001728679486723	ɛksaɪɾᵻd	ɛksaɪɾᵻd	2.8	3.983370297164128	0.18071812643277121
deserve	35398	167.31876142180505	5.223544641052829	7	2.15	4.49032073379623	dɪzɜːv	dɪzɜːv	2.15	4.066652125024143	0.14433258694927548
heat	35338	167.03515427774866	5.222807882537687	4	1.05	4.792074688542617	hiːt	hiːt	1.0	4.465303199308469	0.0034689779957490516
fbi	35312	166.91225784865753	5.222488231949173	3	1.65	4.085613645810208	ɛfbiːaɪ	ɛfbiːaɪ	3.3	3.998056663269929	0.17138550749023534
ideas	35297	166.84135606264343	5.222303711071479	5	1.85	4.106002459630036	aɪdiəz	aɪdiəz	2.2	4.1816743047003655	0.12635897857845071
letting	35247	166.60501677592978	5.221688074653601	7	1.75	4.032172377629728	lɛɾɪŋ	lɛɾɪŋ	1.75	4.15866645596404	0.09415020017446434
alex	35210	166.4301257037617	5.221231941201777	4	1.6	3.92865494580444	ælɪks	ælɪks	1.7	4.004973481213904	0.08096204394763486
knock	35198	166.3734042749504	5.2210839030858445	5	1.85	4.106149412108542	nɑːk	nɑːk	1.0	3.8004953386003786	0.057531155226582184
students	35191	166.3403167748105	5.220997524208936	8	3.05	3.978679064337108	stuːdənts	stuːdənts	3.55	3.996925765889201	0.2855113181894371
season	35179	166.2835953459992	5.220849406151999	6	1.9	4.251814962896443	siːzən	siːzən	1.7	4.061640838635293	0.10158224397625269
tight	35158	166.18433284557946	5.220590077935244	5	1.7	4.47767538385546	taɪt	taɪt	1.0	3.9543739061235215	0.04759245834431439
unit	35147	166.13233820250244	5.220454177520197	4	1.6	4.08667503358558	juːnɪt	juːnɪt	1.85	3.8286078546563167	0.08936416323037462
condition	35140	166.09925070236255	5.22036767329087	9	2.6	4.108629105082915	kəndɪʃən	kəndɪʃən	2.3	4.097059263071008	0.18353536383155988
stolen	35119	165.9999882019428	5.220108057173602	6	1.95	4.15917072473366	stoʊlən	stoʊlən	2.5	4.26553274953288	0.15003235581717603
balls	35098	165.90072570152307	5.219848285768048	5	1.4	4.361610676781215	bɔːlz	bɔːlz	1.45	4.086748779817159	0.05303851248416111
chair	35049	165.66911320054368	5.219241547544759	5	1.65	4.432681303363832	tʃɛɹ	tʃɛɹ	1.35	4.148700002335866	0.06451871722911387
angel	34886	164.89864712585714	5.217217092586998	5	1.75	4.154836784389923	eɪndʒəl	eɪndʒəl	2.75	4.006922797479857	0.14942860893744725
cake	34885	164.89392034012286	5.217204643446756	4	1.0	4.584393947881756	keɪk	keɪk	1.0	4.268772834907246	0.0
agreed	34871	164.82774533984303	5.217030318002973	6	2.05	4.328749727020132	ɐɡɹiːd	ɐɡɹiːd	1.85	4.35393737151186	0.12038378813401854
emergency	34854	164.7473899823604	5.216818542991465	9	3.5	3.831907230289072	ɪmɜːdʒənsi	ɪmɜːdʒənsi	3.5	3.913047994207124	0.31357461974947676
relax	34785	164.42124176669554	5.215957923825261	5	1.95	4.0393073779062165	ɹᵻlæks	ɹᵻlæks	2.25	3.932842363264835	0.13613443046172446
challenge	34737	164.19435605145043	5.215358224781973	9	3.05	4.452199991885374	tʃælɪndʒ	tʃælɪndʒ	3.0	3.920473311099772	0.2543128264349889
cream	34712	164.07618640809358	5.215045553252748	5	1.7	4.455810011834581	kɹiːm	kɹiːm	1.35	4.132931613692557	0.06791139512855904
billy	34694	163.99110426487667	5.214820290282702	5	1.3	3.9369825021101543	bɪli	bɪli	1.0	4.05045415571213	0.020649448705618356
aware	34668	163.86820783578557	5.214494704023415	5	1.85	4.511765809938693	ɐwɛɹ	ɐwɛɹ	1.8	4.162651053325937	0.1038621564435831
grandma	34667	163.8634810500513	5.214482176599114	7	2.55	3.8528912392212185	ɡɹændmɑː	ɡɹændmɑː	3.15	3.983122312156607	0.22826214678525872
movies	34649	163.77839890683438	5.214256621147271	6	1.9	4.173827677587596	muːvɪz	muːvɪz	2.1	4.096318834285048	0.12425157247736879
issue	34647	163.76894533536583	5.21423155219772	5	2.15	4.255694880288743	ɪʃuː	ɪʃuː	1.45	4.1645467902844	0.10389516629741967
process	34584	163.4711578341066	5.213441138657188	7	2.1	4.229197057728486	pɹɑːsɛs	pɹɑːsɛs	2.35	4.154428062611118	0.1521748481105907
asleep	34583	163.46643104837233	5.213428580804978	6	2.5	4.55406900197425	ɐsliːp	ɐsliːp	2.2	4.145133268763246	0.1710107512498867
inspector	34578	163.44279711970097	5.213365786096593	9	2.85	3.921844250068232	ɪnspɛktɚ	ɪnspɛktɚ	2.45	4.02240085611747	0.20903716698236371
surgery	34570	163.4049828338268	5.213265295674	7	2.25	4.047786250270777	sɜːdʒɚɹi	sɜːdʒɚɹi	2.75	3.901785038337055	0.18498795778523486
prepare	34494	163.04574711802204	5.212309475161211	7	2.7	4.070078851481979	pɹɪpɛɹ	pɹɪpɛɹ	2.55	4.47381337122406	0.2047105866941236
christ	34478	162.97011854627365	5.212107981458402	6	1.85	4.017768229607856	kɹaɪst	kɹaɪst	1.95	4.124193478969309	0.11234832812589499
sarah	34469	162.92757747466518	5.211994600155101	5	1.9	3.852058190550583	sɛɹə	sɛɹə	1.85	3.8836558034339626	0.1101339676391726
male	34412	162.6581506878116	5.211275830360266	4	1.0	4.127599339389563	meɪl	meɪl	1.0	3.9837554981733514	0.0
suicide	34368	162.4501721155036	5.210720175815036	7	2.8	3.914327486367134	suːɪsaɪd	suːɪsaɪd	3.1	3.8973991120480216	0.24287370156095994
style	34260	161.93967925620206	5.209353274761085	5	1.85	4.3560632553837575	staɪl	staɪl	1.6	4.039184665132165	0.09245148270433987
plays	34252	161.9018649703279	5.209251851481337	5	1.7	4.35965494996849	pleɪz	pleɪz	1.1	4.45761264090155	0.05343513317928645
discovered	34234	161.81678282711098	5.20902356246302	10	3.15	3.9913723735090927	dɪskʌvɚd	dɪskʌvɚd	2.8	4.176630469009102	0.24950218846096994
trick	34232	161.80732925564243	5.2089981896074695	5	1.55	4.678849019740516	tɹɪk	tɹɪk	1.0	4.276870221589719	0.03756514969262124
cards	34215	161.72697389815977	5.208782460463922	5	1.6	4.313097716275418	kɑːɹdz	kɑːɹdz	1.6	4.269006893264939	0.07532659968687148
bullet	34210	161.7033399694884	5.208718990316656	6	1.85	4.123125284119607	bʊlɪt	bʊlɪt	1.75	4.202906233406795	0.10101984898802398
defense	34193	161.62298461200578	5.208503122406056	7	2.3	4.196647708884997	dᵻfɛns	dᵻfɛns	2.25	4.094934562769783	0.1602982400481645
invited	34155	161.44336675410338	5.208020205802417	7	2.2	4.085789178097089	ɪnvaɪɾᵻd	ɪnvaɪɾᵻd	2.65	3.7692666272004303	0.17592050856645008
strike	34152	161.42918639690055	5.207982057927484	6	1.65	3.894254550770639	stɹaɪk	stɹaɪk	1.65	3.995650739053717	0.08160146574600285
staff	34140	161.37246496808928	5.207829432910308	5	1.9	4.319047020689382	stæf	stæf	1.45	4.124170730577406	0.08718979797388975
noticed	34136	161.3535578251522	5.2077785459828485	7	2.6	4.089089924400593	noʊɾɪst	noʊɾɪst	2.55	4.20302753486869	0.19791040362430878
access	34113	161.2448417532639	5.207485830383736	6	2.15	4.286269886356726	æksɛs	æksɛs	1.8	3.924131676604156	0.1242840221080473
total	34105	161.2070274673897	5.2073839699987605	5	2.0	3.929674870091482	toʊɾəl	toʊɾəl	1.85	4.018035518197459	0.11697695714180777
mail	34048	160.93760068053615	5.206657522410529	4	1.0	4.350249450904894	meɪl	meɪl	1.0	3.9837554981733514	0.0
believed	34045	160.92342032333332	5.206619254645955	8	2.45	4.262004944954744	bᵻliːvd	bᵻliːvd	2.2	4.385442154347249	0.1676328678428545
prefer	33978	160.606725679137	5.205763728141766	6	2.1	3.962387420517357	pɹɪfɜː	pɹɪfɜː	2.7	3.9068349202776296	0.17166650086637195
whoa	33926	160.3609328209548	5.205098573880648	4	1.9	4.075116243518346	woʊ	woʊ	1.0	3.781104141361576	0.060824764576394796
thousands	33820	159.85989353312183	5.2037395193933165	9	3.9	4.317576926506812	θaʊzəndz	θaʊzəndz	3.55	4.067383401611746	0.3433761661778154
threw	33777	159.6566417465481	5.203186989984	5	1.9	4.50408741177386	θɹuː	θɹuː	1.5	4.235297896836004	0.09008248485973532
lf	33733	159.44866317424007	5.202620882447059	2	1.4	3.9297572737912554	ɛlɛf	ɛlɛf	1.85	4.359235229705246	0.07530968572162801
stayed	33706	159.3210399594147	5.20227313258013	6	1.7	4.098091639257861	steɪd	steɪd	1.25	4.379495588703491	0.06214296410763795
england	33685	159.22177745899495	5.20200246782029	7	2.9	4.13056005974237	ɪŋɡlənd	ɪŋɡlənd	2.95	4.014606207087265	0.24123355056280418
dressed	33656	159.08470067270102	5.201628415140533	7	1.85	4.264521405617536	dɹɛst	dɹɛst	1.55	4.349795599549919	0.08958137687666737
forced	33609	158.86254174319018	5.20102150682354	6	1.8	4.124602609104672	foːɹst	foːɹst	1.9	4.094604697520337	0.10607178044183829
awful	33600	158.8200006715817	5.200905193521438	5	2.75	3.89494487256352	ɔːfəl	ɔːfəl	1.95	3.905500691694351	0.1730393370974082
easily	33547	158.56948102766523	5.200219604818413	6	2.2	4.249205488590415	iːzili	iːzili	2.8	4.063939128888473	0.18424641668896877
surely	33541	158.5411203132596	5.200141922762058	6	1.85	3.9563694036378463	ʃʊɹli	ʃʊɹli	2.15	3.839515012777247	0.12356992765037443
ancient	33491	158.30478102654592	5.199494031363251	7	2.65	4.382725420577756	eɪntʃənt	eɪntʃənt	2.8	4.271931246371436	0.2155677412194003
france	33489	158.29532745507737	5.199468095592453	6	1.6	4.209337250988642	fɹæns	fɹæns	1.7	4.080638287400721	0.08096204394763486
silly	33462	158.16770424025202	5.199117811006798	5	1.2	3.8593771752058585	sɪli	sɪli	1.0	3.962397460123514	0.013809728986132965
coach	33461	158.16297745451774	5.199104832076327	5	1.85	4.166025880117348	koʊtʃ	koʊtʃ	1.65	4.134614136302769	0.09531456253753733
path	33449	158.10625602570644	5.198949054648777	4	1.4	4.188873197706313	pæθ	pæθ	1.0	4.225460931684839	0.0274468159977251
tie	33396	157.85573638178997	5.19826036851326	3	1.0	4.249741935695839	taɪ	taɪ	1.0	3.957278070915873	0.0
wash	33369	157.7281131669646	5.197909108072892	4	1.2	4.195437105225491	wɑːʃ	wɑːʃ	1.1	4.02450258155449	0.019476907942216924
tiny	33326	157.52486138039086	5.197349106114444	4	1.5	4.217567018426374	taɪni	taɪni	1.65	3.954235842349136	0.07120918098032489
letters	33260	157.2128935219288	5.196488161015093	7	1.95	4.022399175765513	lɛɾɚz	lɛɾɚz	1.85	4.063143492109821	0.11356037836166974
throat	33240	157.11835780724334	5.196226931243666	6	2.15	4.284037240199365	θɹoʊt	θɹoʊt	1.6	4.1891884085243	0.11267603102966102
kinda	33206	156.95764709227805	5.19578247969885	5	1.9	3.988689428609865	kaɪndə	kaɪndə	1.85	3.963107013573142	0.1101339676391726
